id,FrameName,English,French,German,Spanish,Portuguese,Arabic,Chinese,Swedish
546,Emanating,"secrete.v, exude.v, discharge.v, excrete.v, issue.v, emanate.v, radiate.v",,,"gotear.v, emanación.n, rezumar.v\n, brotar.v, fuga_(entity).n, chorrear.v, fuga_(event).n, emanar.v, manar.v",,,,"lysalysa upp.v, stråla.v, lysa.v, strålning.n, strömma.v, ryka.v"
547,Emanating,"secrete.v, exude.v, discharge.v, excrete.v, issue.v, emanate.v, radiate.v",,,"gotear.v, emanación.n, brotar.v, chorrear.v, rezumar.v, emanar.v, manar.v","irradiação.n, refratar.v, radiar.v, irradiar.v",,,
548,Emergency,emergency.n,,,,"emergência.n, urgência.n",,,
549,Emergency_fire,"wildland fire.n, wildfire.n",,,,,,,
550,Emitting,"emission.n, secrete.v, inject.v, exude.v, release.v, discharge.v, excrete.v, emit.v, exhale.v, emanate.v, void.v, radiate.v, give off.v","émettre.v, émettre.v, émission.n, émission.n, injecter.v, libération.n, libérer.v, libérer.v",,"gotear.v, escupir.v, emitir.v, segregar.v, supurar.v, chorrear.v, chorrear.v, rezumar.v, emanar.v, supurar.v\n","emitir.v, re-emitir.v, emissão.n",,"排放.v, 释放.v, 辐射.v, 排放.v","avge.v, utstråla.v"
551,Emotion_directed,"flummoxed.a, fury.n, horrified.a, lugubrious.a, offended.a, disconsolate.a, happy.a, exhilaration.n, discomfited.a, terror-stricken.a, despair.n, fed-up.a, perplexed.a, vexation.n, bitterness.n, revulsion.n, anger.n, heartbreak.n, concern.n, despondent.a, dejected.a, nervous.a, overjoyed.a, astonished.a, agitation.n, delight.n, disorientation.n, all about.prep, frightened.a, embarrassment.n, discomfiture.n, exhilarated.a, appalled.a, chagrin.n, exasperated.a, anguished.a, downhearted.a, revolted.a, flabbergasted.a, pleased.a, woebegone.a, vexed.a, irked.a, infuriated.a, ecstatic.a, relaxed.a, ashamed.a, cross.a, bewilderment.n, ruffled.a, angry.a, sad.a, thrilled.a, perplexity.n, agony.n, horror.n, livid.a, harried.a, tormented.a, covetous.a, elation.n, despondency.n, sadness.n, grief-stricken.a, fed up.a, depressed.a, bored.a, disconcerted.a, blue.a, humiliated.a, interest.n, anguish.n, dismay.n, stressed.a, displeasure.n, elated.a, contented.a, gratified.a, anxious.a, grief.n, delighted.a, miffed.a, excited.a, incensed.a, outrage.n, desolate.a, sympathetic.a, glumness.n, unhappy.a, indignant.a, irritated.a, sympathize.v, distress.n, disquiet.n, mourning.n, bewildered.a, abashed.a, disappointment.n, petrified.a, amused.a, disconcertion.n, sorrowful.a, nettled.a, agitated.a, distressed.a, agonized.a, unsettled.a, amusement.n, befuddled.a, upset.a, resentful.a, devastated.a, disgruntled.a, saddened.a, jubilant.a, stunned.a, subdued.a, startled.a, content.a, boredom.n, enraged.a, crestfallen.a, excitement.n, fascinated.a, wretched.a, demolished.a, downcast.a, sympathy.n, sore.a, irate.a, heartbroken.a, dismayed.a, grumpy.a, grim.a, perturbed.a, disoriented.a, rattled.a, peeved.a, overwrought.a, nonplussed.a, alarmed.a, mortification.n, astonishment.n, discouragement.n, miserable.a, embittered.a, misery.n, shocked.a, fine.a, worried.a, unsympathetic.a, annoyed.a, bafflement.n, OK.a, mortified.a, crushed.a, dejection.n, gratification.n, mystified.a, displeased.a, disheartened.a, concerned.a, affronted.a, furious.a, disgruntlement.n, disquieted.a, disappointed.a, inconsolable.a, astounded.a, traumatised.a, stupefaction.n, stupefied.a, embarrassed.a, chagrined.a, gleeful.a, mad.a, sickened.a, mystification.n, flustered.a, baffled.a, riled.a, exasperation.n, discouraged.a, relax.v, mournful.a, puzzlement.n, glum.a, low-spirited.a, sorrow.n, glee.n, annoyance.n","blêmir.v, bouleversé.a, enchanté.a, époustouflé.a, inquiéter.v, ravi.a, sympathie.n, triste.a",,,"raiva.n, empolgado.a, atormentado.a, lúgrube.a, exasperado.a, irado.a, exasperação.n, alegria.n, inconsolável.a, inconformismo.n, agonizado.a, esmagado.a, confuso.a, desagrado.n, desencorajamento.n, , ofendido.a, chateação.n, decepcionante.a, desânimo.n, entristecido.a, entretido.a, diversão.n, depressivo.a, furioso.a, agitado.a, estupefato.a, dor.n, angústia.n, chocado.a, relaxado.a, aborrecido.a, curiosidade.n, desespero.n, insípido.a, incomodado.a, contente.a, simpático.a, mistificado.a, alegrar.v, desconfiança.n, petrificado.a, preocupação.n, horror.n, melancólico.a, encantado.a, maravilhado.a, nervosildo.a, ofensa.n, embaraço.n, saqueado.a, entediado.a, ambicioso.a, desolado.a, desapontado.a, luto.n, farto.a, feliz.a, surpreso.a, desorientar.v, desgosto.n, abalado.a, desorientação.n, amado.a, amor.n, irritado.a, devastado.a, jubiloso.a, bravo.a, antipático.a, mau.a, desgaste.n, desorientado.a, humilhação.n, vexação.n, deleite.n, aborrecimento.n, perplexo.a, demolido.a, abatimento.n, inquietação.n, humilhado.a, excitação.n, abatido.a, sofrimento.n, interesse.n, tenso.a, miserável.a, desconforto.n, cordialidade.n, revoltado.a, exausto.a, doloroso.a, ressentido.a, bem.a, preocupado.a, amargurado.a, descontraído.a, tristeza.n, enjoado.a, enfurecido.a, traumatizado.a, decadente.a, estressado.a, inquieto.a, horrorizado.a, extasiado.a, ferido.a, desconcertado.a, agonia.n, decepcionado.a, sério.a, desgastante.a, amargura.n, aflição.n, solidão.n, nervoso.a, simpatizar.v, descontentamento.n, surpreendido.a, condoído.a, gratificação.n, desagradável.a, fúria.n, angustiado.a, ansioso.a, desapontamento.n, desanimado.a, amedrontado.a, euforia.n, embaraçado.a, tristemente.adv, chateado.a, graça.n, arara.a, transtornado.a, afobado.a, desencorajado.a, frenesi.n, irritação.n, satisfação.n, zangado.a, fascinado.a, eufórico.a, cabisbaixo.a, perplexidade.n, impaciente.a, estupefação.n, repulsa.n, curioso.a, envergonhado.a, desgostoso.a, assutado.a, espanto.n, perturbado.a, felicidade.n, aflito.a, emocionado.a, admirado.a, sombrio.a, atordoado.a, indignado.a, alarmado.a, lívido.a, desconsolado.a, simpatia.n, excitado.a, radiante.a, interessar.v, triste.a, satisfeito.a",,,"intresse.n, rasande.a, frustration.n, ivrig.adv, ilska.n, vrede.n, arg.a, besvikelse.n, olycklig.a, orolig.a, våldsam.a, förvånad.adv, intresseväcka intresse:14.n, raseri.n, gripen.a"
552,Emotion_heat,"fume.v, burn.v, stew.v, boil.v, chafe.v, smoulder.v, simmer.v, seethe.v",,,,,,,brinna.v
553,Emotions,,,,,,,,
554,Emotions,", fun.n, pride.n, energy.n",,,,,,,
555,Emotions_by_possibility,,,,,,,,
556,Emotions_by_stimulus,"moving.a, joyful.a, jubilant.a, glad.a",calmer.v,,,"alegria.n, emocional.a, desanimado.a, emocionalmente fragilizado.adv, deslumbrar.v, intrigado.a, confundir.v, surpreender.v, preocupar.v",,,"skön.a, förtjusning.n, sorgsen.a"
557,Emotions_of_mental_activity,"groove.v, enjoy.v, luxuriate.v, enjoyment.n, pleasure.n, delight (in).v, relish.v, savour.v, delight.n, drudgery.n",,,,"distrair.v, desfrutar.v, divertir.v",,,"glädjaglädjas.v, glädjaglädja sig.v"
558,Emotions_success_or_failure,"unfulfilled.a, satisfied.a, fulfilled.a, dissatisfied.a",,"unzufrieden.a, zufrieden.a",,,,,"förnöjd.adv, besviken.a, belåten.a, belåten.adv, nöjd.adv"
559,Emphasizing,"focused.a, prioritize.v, oriented.a, emphasis.n, growth-oriented.a, focus.v, centered.a, accentuate.v, stress.v, emphasize.v, place weight.idio","avoir.n, prêter.v",,,"orientado.a, foco.n, ao.ccon, a.a, instruído.a, instruir.v, , o.adv, ênfase.n, focar.v, prestar.v",,,"framhålla.v, framhäva.v, fokusera.v"
560,Employee_scenario,,,,,,,,
561,Employer_scenario,,,,,,,,
562,Employing,"employ.v, worker.n, personnel.n, staff.n, employment.n, employee.n, employer.n, commission.v",,"Arbeitgeber.n, beschäftigen.v, Beschäftigter.n, Mitarbeiterin.n, halten.v, Arbeitnehmer.n, Mitarbeiter.n, Belegschaft.n, Angestellter.n",,"empregado.n, , desempregado.a, despedido.a",,,"personal.n, tillsätta.v, nyanställa.v, anställa.v"
563,Employment_continue,,,,,,,,
564,Employment_end,,,,,,,,
565,Employment_scenario,,,,,,,,
566,Employment_start,,,,,,,,
567,Emptying,"unload.v, stalk.v, degrease.v, decontaminate.v, discharge.v, defrost.v, eviscerate.v, disembowel.v, skin.v, void.v, evacuate.v, scalp.v, cleanse.v, descale.v, emptying.n, delouse.v, debug.v, drain.v, devein.v, stone.v, clear.v, divest.v, deforest.v, flush.v, debone.v, empty.v, pit.v, peel.v, gut.v, decontamination.n, disarmament.n, strip.v, weed.v, bone.v, purge.v, core.v, denude.v, expunge.v, expurgate.v, seed.v, disarm.v, rid.v","décharge.n, décharger.v","auspacken.v, reinigen.v, abspülen.v, sauber machen.v, abwaschen.v, putzen.v, aufräumen.v","evacuar.v, desalojar.v, deshinchar.v, vaciar.v\n, desinflar.v",,,,"tvätta.v, spola.v, diska.v, gälla.v, skölja.v, avsalta.v, tvätt.n, evakuering.n, dammsuga.v, tömma.v, avrusta.v"
568,Emptying,"unload.v, stalk.v, degrease.v, decontaminate.v, defrost.v, eviscerate.v, disembowel.v, skin.v, void.v, evacuate.v, scalp.v, cleanse.v, descale.v, emptying.n, delouse.v, debug.v, drain.v, devein.v, stone.v, clear.v, divest.v, deforest.v, flush.v, debone.v, clean.v, empty.v, pit.v, peel.v, gut.v, decontamination.n, disarmament.n, weed.v, strip.v, bone.v, purge.v, core.v, denude.v, expunge.v, expurgate.v, seed.v, disarm.v, rid.v",,"auspacken.v, reinigen.v, abspülen.v, sauber machen.v, abwaschen.v, putzen.v, aufräumen.v","evacuar.v, desalojar.v, deshinchar.v, vaciar.v, desinflar.v","polido.a, limpar.v, lavável.a, sujeira.n, esponja.n, limpeza.n, enxaguar.v, aspirar.v, , limpeza.a",,,
569,Encoding,"longline.p, cast.v, fishing.v, formulation.n, couch.v, trap.v, word.v, misword.v, frame.v, phrasing.n, express.v, trapping.v, wording.n, fish.n, expression.n, put.v, phrase.v","encrypter.v, crypter.v",,,,,,"uttrycka.v, uttryck.n, uttryckta sig uttryck:11.n"
570,Encoding,"cast.v, couch.v, word.v, misword.v, phrasing.n, frame.v, express.v, expression.n, wording.n, formulation.n, put.v, formulate.v, phrase.v",,,,"expressão.n, frase.n, palavra.n",,,
571,Encounter,"encounter.v, stumble.v, run into.v",,,,dar de cara.v,,,råka.v
572,Endangered,", endangered.v, imperiled.v","en.a, poser.v, poser.v, constituer.v, constituer.v, constituer.v, présenter.v, présenter.v, présenter.v, représenter.v, représenter.v, représenter.v",,,,,,
573,Endangering,"pose.v, endangerment.n, jeopardise.v, endanger.v, imperil.v, imperil.n, threaten.v","menacer.v, poser.v, poser.v, constituer.v, constituer.v, constituer.v, présenter.v, présenter.v, présenter.v, représenter.v, représenter.v, représenter.v","laufen.v, gefährden.v, bedrohen.v",,,,威胁.v,
574,Endeavor_failure,"go bankrupt.v, flop.v, fail.v, fold.v, go under.v, go bust.v, collapse.v",,eingehen.v,,"colapso.n, falir.v",,,
575,Energy_use,,,,,,,,
576,Enforcing,"enforce.v, enforcement.n",,"aufzwingen.v, durchsetzen.v, erzwingen.v",,impor.v,,,
577,Enhancing,,optimiser.v,,,,"n.حسن, n.تحسين",,
578,Enter_awareness,", come (to).v, hit.v, strike.v, occur (to).v, dawn (on/upon).v, come to mind.idio",,,,,,,
579,Entering_of_plea,"plead.v, plea.n",,"Plädoyer.n, bekennen.v, plädieren.v",,declarar.v,,,
580,Entertainment,", club.n",,,,"clube.n, , entreter.v, entretenimento.n",,,
581,Entity,"individual.n, resource.n, something.n, trash.n, material.n, paradox.n, waste.n, stuff.n, item.n, plate.n, page.n, grocery.n, everything.pron, label.n, anything.adv, thing.n, object.n, article.n, fuse.n, what.n, entity.n, rainbow.n","chose.n, corps.n, dieu.n, monde.n, quelque chose.pron",,"material.n, nan","arco-íris.n, praia.n, acadêmico.n, tirolesa.n, viagem.n, livro.n, indivíduo.n, unidade.n, janela.n, universo.n, aeroporto.n, travesseiro.n, luz.n, item.n, , empresa.n, moço.n, sonho.n, objeto.n, rio.n, sofá.n, viúva.n, grupo.n, artista.n, cortina.n, negócio.n, editor.n, vento.n, bêbado.n, membrana.n, conselho.n, poesia.n, mulher.n, coisa.n, reclamação.n, ciclo.n, algo.n, cidade.n, cordeiro.n, figura.n, água.n, bengala.n, astrofísica.n, momento.n, madeira.n, invasor.n, sol.n, folha.n, ocupação.n, armário.n, condição.n, tirano.n, pai.n, revista.n, casa.n, coqueiro.n, feriado.n, igreja.n, história.n, pessoa.n, página.n, elemento.n, produto.n, dados.n, lágrima.n, macaco.n, deficiência.n, deus.n, nada.n, grumo.n, monte.n, orgulho.n, tribo.n, epidemia.n, porto.n, atividade.n, geógrafo.n, lixeira.n, litoral.n, vasilha.n, adivinhação.n, astrólogo.n, ministro.n, paradoxo.n, filho.n, usuário.n, vela.n, vovô.n, cama.n, lençol.n, caderno.n, ilha.n, parque.n, governo.n, líder.n, criança.n, ônibus.n, fogão à lenha.n, cobertor.n, reforma.n, áureo.a, consumidor.n, estabelecimento.n, material.n, estaleiro.n, vizinha.n, cigarro.n, lápis.n, narrador.n, céu.n, homem.n, fluxo.n, ideia.n, voo.n, raposa.n, atriz.n, entidade.n, lagoa.n, via.n, lei.n, rei.n, prefeito.n, partícula.n, monstro.n, período.n, mundo.n, cápsula.n, bilhete.n, ouro.n, menino.n, turismo.n, fogão.n, chave.n, lobo.n, jovem.n, obra.n, polícia.n, cientista.n, contador.n, líquido.n, mamãe.n, poeta.n, agência.n",,,"sak.n, saki sak:11.n, grej.n, sakrakt på sak:5.n, saktill saken:1.n, saksaker och ting.n, tingsaker och ting:20.n"
582,Entity_relation,,,,,,,,
583,Entourage,"tail.n, retinue.n, train.n, entourage.n",,,,comitiva.n,,,
584,Epidemic,,,,,,,,
585,Erasing,"delete.v, kill.v, designate.a, expunge.v, strike.v, erase.v","annuler.v, supprimer.v, suppression.n, effacer.v, effacement.v",löschen.v,,"apagar.v, deletar.v",n.حذف,,
586,Escaping,"escape.v, get loose.v, evacuation.n, bust out.v, evacuate.v, scarper.v, get free.v, fly the coop.v, get out.v",,,"huida.n, evadirse.v, fuga.n, huir.v\n, escapar.v, escabullirse.v, escaparse.v, evasión.n, fugarse.v",,,,"rymma.v, på rymmen:3.n"
587,Escaping,"escape.v, get loose.v, evacuation.n, bust out.v, evacuate.v, scarper.v, get free.v, fly the coop.v, get out.v",,,"huida.n, evadirse.v, fuga.n, escapar.v, escabullirse.v, escaparse.v, evasión.n, fugarse.v, huir.v","evadir.v, evasão.n, fugir.v",,,
588,Estimated_value,"estimate.n, ballpark figure.n, estimation.n",,"Zahl.n, Kostenvoranschlag.n, Einschätzung.n, Schätzung.n",,,,,
589,Estimating,"put (at).v, guess.v, estimate.v, estimation.n","estimation.n, estimer.v, estimer.v",raten.v,"tasación.n, valorar.v, valoración.n, tasar.v",,,"估算.v, 估计.v",uppskattningsvis.adv
590,Estimating,"put (at).v, guess.v, estimate.v, estimation.n",,raten.v,"tasación.n, , valorar.v, valoración.n, tasar.v","adivinhar.v, adivinha.n, estimativa.n",,,
591,Evading,"evasive.a, elusive.a, skip town.v, get away.v, elude.v, flee.v, evasion.n, give the slip.v, evade.v",,,,,,,slippa.v
592,Evaluative_comparison,"match.v, rival.v, equal.v, compare.v, comparable.a, relatively.adv, stack up.v, juxtapose.v, match.n, measure up.v","avoir.n, égal.a",entsprechen.v,,"igualmente.adv, do que.c, corresponder.v, a.a, incomparável.a, menor.a, comparável.a, melhor.a, comparar.v, , o.adv, à sombra.adv, melhorar.v, equivaler.v, longe.a, contraste.n, superiormente.adv, oposto.a, ao.ccon, piorar.v, superior.a, mais.adv",,,
593,Event,"episode.n, take place.v, happen.v, transpire.v, go on.v, development.n, event.n, incident.n, occur.v","arriver.v, arriver.v, scénario.n, scénario.n, se passer.v, se passer.v, se produire.v, se produire.v","fallen.v, passieren.v, sein.v, stattfinden.v, ausfallen.v, geben.e, geschehen.v, ereignen.v, steigen.v, kommen.v","ocurrir.v, sobrevenir.v, acontecer.v, tener_lugar.v\n, acontecer.v, pasar.v, tenerlugar.v, suceder.v, producirse.v","incidente.n, fato.n, evento.n, show.n, exposição.n, situação.n, lotar.v, haver.v, realizado.a, desenvolvimento.n, acontecimento.n, congresso.n, fase.n, realizar.v, , acontecer.v, ser.v, rolar.v, jogo.n, suceder.v, episódio.n, quadro.n, ocorrido.a, retiro.n, ocorrer.v, ocorrência.n, missa.n, prosseguir.v, assolar.v",,,"inträffa.v, ske.v, gå.v, händelse.n, hända.v, gågå ur tiden.v, gågå hett till.v, gågå in.v, ståstå emot.v, gågå upp.v, gågå bra.v, gågå igenom.v, gågå ut.v, gågå till.v, gågå sin egen väg.v, utspelas.v, gågå på.v, evenemang.n, utspela sig.v"
594,Event_endstate,,,,,,,,
595,Event_initial_state,,,,,,,,
596,Event_instance,"time.n, repeated.a, three.n, twice.adv, repeatedly.adv, once.adv, occasion.n, thrice.adv, again.adv","fois.n, répéter.v","mal.a, Mal.n",,"dois.n, novamente.adv, repetição.n, uma vez.adv, ao.ccon, de novo.adv, vez.adv, vez.n, ciclo.n, repetido.a, vezar.v, fase.n, 3.num, ocasião.n, situação.n, , caso.n, vezes.adv",,,"gång.n, gången gång:3.n, gångän en gång:21en gång:22.n, gångpå gång:22.n, gångän en gång:20en gång:21.n, gångpå gång:5.n, gångmed en gång:16en gång:17.n, gångpå en gång:3en gång:4.n, gången gång:3en gång i världen:3.n, gången gång:8.n, gången gång:4.n, gångpå samma gång:21.n, gången gång:7.n"
597,Event_tourism,", event.n, happening.n, ticket.n",,,"evento.n, acontecimiento.n, billete.n, entrada.n","meia-entrada.n, ingresso.n, evento.n, acontecimento.n",,,
598,Eventive,,,,,,,,
599,Eventive_affecting,"see.v, happen.v, hit.v, strike.v, suffer.v, what become (of).v",,"passieren.v, geschehen.v, treffen.v, erwarten.v, kommen.v",,,,,
600,Eventive_affecting,"see.v, happen.v, hit.v, strike.v, suffer.v, what become (of).v",réserver.v,"passieren.v, geschehen.v, treffen.v, erwarten.v, kommen.v",,"atingir.v, aturar.v, acontecer.v, levar.v, ver.v, partir o coração (de alguém).idio, encarar.v, , sofrer.v, assolar.v",,,
601,Eventive_cognizer_affecting,"decide.v, convince.v",,"überzeugen.v, entscheiden.v",convencer.v\n,,,,"bestämmabestämma sig.v, bestämma.v"
602,Eventive_cognizer_affecting,"decide.v, convince.v",,"überzeugen.v, entscheiden.v",convencer.v,,,,
603,Evidence,"confirm.v, from.prep, demonstrate.v, mean.v, credence [lend].n, tell.v, show.v, suggest.v, proof.n, substantiate.v, indicate.v, correspond.v, reflect.v, corroborate.v, verify.v, point (to).v, illustrate.v, argue.v, evidence.v, demonstration.n, evince.v, attest.v, evidence.n, imply.v, disprove.v, contradict.v, argument.n, rule out.v, testify.v, support.v, reveal.v, assure.v, prove.v","démonstration.n, démontrer.v, montrer.v, preuve.n",,indicar.v,"exteriorizar.v, evidência.n, evidenciar.v, sinal.n, basear.v, indício.n, indicar.v, indicativo.n, prova.n, postulado.n, manifestar.v",,,"bevisa.v, visa.v, visavisa sig.v, styrka.v"
604,Evoking,"reminder.n, evocative.a, evoke.v, call to mind.v, bring up.v, put in mind (of).v, bring to mind.v, recall.v, remind.v, evocation.n, suggest.v, ring a bell.v, conjure.v",,,"evocar.v, recordar.v, evocar.v, traer_a_la_memoria.v\n",,,,"påminna.v, minnaminnas.v"
